update,timestep,mean_reward,mean_bdr,mean_delay,mean_energy,policy_loss,value_loss,entropy
152,622592,4.80436,0.65,2165.18053,4611191.31948,0.008498,3.623375,0.790539
153,626688,5.41664,0.0,0.0,0.0,0.011489,3.018823,0.793738
154,630784,6.69573,0.0,0.0,0.0,0.006501,3.078587,0.793458
155,634880,6.66348,0.0,0.0,0.0,0.011211,3.352633,0.799011
156,638976,7.90029,0.0,0.0,0.0,0.011329,2.882708,0.806363
157,643072,7.97589,0.0,0.0,0.0,0.015091,3.53361,0.76327
158,647168,4.53854,0.0,0.0,0.0,0.009914,3.787012,0.772229
159,651264,8.82787,0.0,0.0,0.0,0.010609,3.426872,0.776437
160,655360,6.48009,0.83333,3034.52249,3675777.95084,0.009402,3.279535,0.798684
161,659456,9.05586,0.0,0.0,0.0,0.011245,3.294923,0.775877
162,663552,6.14544,0.0,0.0,0.0,0.009912,3.456147,0.825001
163,667648,5.90706,0.0,0.0,0.0,0.01077,2.53968,0.870965
164,671744,5.91241,0.0,0.0,0.0,0.010848,3.787027,0.780985
165,675840,6.24338,0.0,0.0,0.0,0.007671,3.209597,0.850366
166,679936,6.00661,0.0,0.0,0.0,0.012724,3.782721,0.86573
167,684032,8.721,0.0,0.0,0.0,0.009273,3.65107,0.878838
168,688128,8.70798,0.71667,2165.97994,4599073.08136,0.010239,3.452512,0.849118
169,692224,7.84833,0.0,0.0,0.0,0.007912,3.787767,0.828218
170,696320,6.57507,0.0,0.0,0.0,0.014727,2.784382,0.767711
171,700416,7.29718,0.0,0.0,0.0,0.008958,3.172972,0.804649
172,704512,7.40086,0.0,0.0,0.0,0.010426,3.699102,0.757002
173,708608,5.31912,0.0,0.0,0.0,0.009219,3.487601,0.801325
174,712704,7.49913,0.0,0.0,0.0,0.010425,3.478862,0.776734
175,716800,7.6614,0.0,0.0,0.0,0.011701,2.842285,0.74865
176,720896,3.73181,0.75,2555.31489,3604735.07936,0.011028,3.22278,0.742827
177,724992,5.83243,0.0,0.0,0.0,0.010532,2.965034,0.765346
178,729088,4.47425,0.0,0.0,0.0,0.008415,3.512333,0.802322
179,733184,7.11645,0.0,0.0,0.0,0.011767,3.291544,0.834997
180,737280,6.31231,0.0,0.0,0.0,0.013395,2.811714,0.761165
181,741376,5.7545,0.0,0.0,0.0,0.01109,2.90476,0.761395
182,745472,6.26306,0.0,0.0,0.0,0.011805,3.451307,0.803905
183,749568,7.33081,0.0,0.0,0.0,0.011708,3.448853,0.750707
184,753664,6.69882,0.7,2472.33497,3952520.27248,0.012352,3.19485,0.772496
185,757760,5.3428,0.0,0.0,0.0,0.010615,3.208871,0.744633
186,761856,6.48011,0.0,0.0,0.0,0.005958,2.985781,0.678065
