update,timestep,mean_reward,mean_bdr,mean_delay,mean_energy,policy_loss,value_loss,entropy
1,4096,1.17417,0.0,0.0,0.0,0.027122,5.511102,0.41654
2,8192,-0.50914,0.0,0.0,0.0,0.023611,4.012108,0.408943
3,12288,2.288,0.0,0.0,0.0,0.022024,4.3834,0.396294
4,16384,3.3545,0.0,0.0,0.0,0.019632,3.864625,0.400001
5,20480,3.24554,0.0,0.0,0.0,0.019045,3.643278,0.383755
6,24576,1.59328,0.0,0.0,0.0,0.023993,3.760151,0.401145
7,28672,7.0105,0.0,0.0,0.0,0.017535,3.809413,0.389474
8,32768,3.76158,0.0,0.0,0.0,0.018736,3.416279,0.378906
9,36864,6.92163,0.0,0.0,0.0,0.018639,3.983162,0.400527
10,40960,6.30719,0.0,0.0,0.0,0.020915,3.905586,0.400638
11,45056,1.58985,0.0,0.0,0.0,0.016605,3.720752,0.36929
12,49152,2.746,0.0,0.0,0.0,0.01893,4.045878,0.38632
13,53248,5.426,0.0,0.0,0.0,0.023268,3.652327,0.38668
14,57344,2.7435,0.0,0.0,0.0,0.021161,3.580176,0.368959
15,61440,3.62315,0.0,0.0,0.0,0.020171,3.304001,0.38275
16,65536,3.95415,0.0,0.0,0.0,0.023705,4.185111,0.377061
17,69632,4.6035,0.0,0.0,0.0,0.021861,3.573409,0.36246
18,73728,3.59707,0.0,0.0,0.0,0.01878,3.891112,0.358525
19,77824,2.23669,0.0,0.0,0.0,0.022416,3.817391,0.350301
20,81920,3.2419,0.6,2612.16244,4800000.0,0.017895,3.424969,0.327693
21,86016,5.62056,0.0,0.0,0.0,0.027357,3.183219,0.337964
22,90112,3.39911,0.0,0.0,0.0,0.0164,4.209643,0.340322
23,94208,1.75847,0.0,0.0,0.0,0.019076,3.555636,0.366799
24,98304,2.14272,0.0,0.0,0.0,0.017,3.303759,0.366451
25,102400,2.591,0.0,0.0,0.0,0.021482,3.539475,0.351715
26,106496,5.246,0.0,0.0,0.0,0.029572,3.474616,0.349825
27,110592,1.49389,0.0,0.0,0.0,0.019371,3.105981,0.339322
28,114688,5.92001,0.0,0.0,0.0,0.020512,3.22797,0.337011
29,118784,-0.08834,0.0,0.0,0.0,0.025745,3.476162,0.338107
30,122880,1.33493,0.0,0.0,0.0,0.021783,3.190503,0.344559
31,126976,0.47539,0.0,0.0,0.0,0.016755,3.693663,0.333993
32,131072,3.55097,0.0,0.0,0.0,0.01873,3.252111,0.342131
33,135168,4.54952,0.0,0.0,0.0,0.026314,3.751674,0.357449
34,139264,4.0015,0.0,0.0,0.0,0.021863,3.916227,0.348086
35,143360,5.07713,0.0,0.0,0.0,0.017978,4.088231,0.352601
36,147456,6.76715,0.0,0.0,0.0,0.022207,3.733571,0.340023
37,151552,3.03408,0.0,0.0,0.0,0.01811,3.714016,0.342247
38,155648,2.80964,0.0,0.0,0.0,0.020494,3.45617,0.343855
39,159744,2.63262,0.0,0.0,0.0,0.018795,3.475603,0.344048
40,163840,3.242,0.64,2802.81958,4220000.0,0.024014,3.558751,0.332639
41,167936,5.27903,0.0,0.0,0.0,0.023424,3.349806,0.345893
42,172032,6.40545,0.0,0.0,0.0,0.024691,3.565319,0.355094
43,176128,4.5846,0.0,0.0,0.0,0.022601,2.857715,0.332648
44,180224,2.67776,0.0,0.0,0.0,0.025809,3.836467,0.327304
45,184320,3.843,0.0,0.0,0.0,0.017118,3.511094,0.347833
46,188416,8.451,0.0,0.0,0.0,0.021956,3.560905,0.319721
47,192512,1.2368,0.0,0.0,0.0,0.025093,3.292484,0.332392
48,196608,2.4085,0.0,0.0,0.0,0.021258,3.466225,0.333934
49,200704,4.60492,0.0,0.0,0.0,0.027496,3.38095,0.325951
50,204800,4.717,0.0,0.0,0.0,0.019407,3.939562,0.316798
51,208896,3.8815,0.0,0.0,0.0,0.015283,3.164527,0.324187
52,212992,3.78601,0.0,0.0,0.0,0.022101,3.642431,0.331295
53,217088,3.26429,0.0,0.0,0.0,0.020541,3.777542,0.336447
54,221184,7.39353,0.0,0.0,0.0,0.020765,3.284409,0.301278
55,225280,3.71266,0.0,0.0,0.0,0.014985,3.708575,0.326661
56,229376,3.16666,0.0,0.0,0.0,0.020067,4.20094,0.32164
57,233472,4.16997,0.0,0.0,0.0,0.022382,3.303018,0.301236
58,237568,3.0226,0.0,0.0,0.0,0.020001,3.074149,0.306582
59,241664,1.70352,0.0,0.0,0.0,0.021245,3.58405,0.316853
60,245760,1.84795,0.18,491.86072,1880000.0,0.015655,3.774217,0.311338
61,249856,5.39643,0.0,0.0,0.0,0.017414,3.407658,0.317893
62,253952,5.889,0.0,0.0,0.0,0.022248,3.715794,0.315382
63,258048,4.2215,0.0,0.0,0.0,0.0216,3.432601,0.294336
64,262144,3.03949,0.0,0.0,0.0,0.013748,3.429953,0.305058
65,266240,3.65465,0.0,0.0,0.0,0.027818,3.735172,0.32278
66,270336,3.5345,0.0,0.0,0.0,0.016356,3.042118,0.311999
67,274432,5.57755,0.0,0.0,0.0,0.02354,3.552338,0.335816
68,278528,5.457,0.0,0.0,0.0,0.024195,3.170127,0.336607
69,282624,3.929,0.0,0.0,0.0,0.025964,2.801953,0.337681
