update,timestep,mean_reward,mean_bdr,mean_delay,mean_energy,policy_loss,value_loss,entropy
1,4096,4.34308,0.0,0.0,0.0,0.024817,6.19925,0.485558
2,8192,4.99844,0.0,0.0,0.0,0.021652,6.468965,0.481434
3,12288,1.8562,0.0,0.0,0.0,0.024536,6.012616,0.481877
4,16384,2.74984,0.0,0.0,0.0,0.022382,6.528521,0.492667
5,20480,3.87458,0.0,0.0,0.0,0.016473,6.620864,0.47958
6,24576,5.7021,0.0,0.0,0.0,0.024941,5.887377,0.486304
7,28672,3.86957,0.0,0.0,0.0,0.026657,6.792856,0.477405
8,32768,3.50354,0.0,0.0,0.0,0.019034,6.577493,0.49258
9,36864,2.48274,0.0,0.0,0.0,0.016872,6.122353,0.496058
10,40960,4.00228,0.0,0.0,0.0,0.018903,6.35024,0.492229
11,45056,3.29475,0.0,0.0,0.0,0.022526,6.623058,0.497328
12,49152,5.57323,0.0,0.0,0.0,0.022057,5.965167,0.512814
13,53248,6.75149,0.0,0.0,0.0,0.027104,6.067495,0.488392
14,57344,2.88849,0.0,0.0,0.0,0.023268,6.654661,0.504213
15,61440,4.91768,0.0,0.0,0.0,0.021018,7.127982,0.502531
16,65536,3.67292,0.0,0.0,0.0,0.02579,5.913818,0.511585
17,69632,3.16516,0.0,0.0,0.0,0.018655,6.429757,0.501372
18,73728,4.48604,0.0,0.0,0.0,0.023448,6.209476,0.522918
19,77824,3.21056,0.0,0.0,0.0,0.022159,5.589034,0.505552
20,81920,9.13657,0.52,2040.0425,3820000.0,0.025667,6.192985,0.514216
21,86016,2.01372,0.0,0.0,0.0,0.025243,6.062367,0.488413
22,90112,5.45164,0.0,0.0,0.0,0.028558,5.481586,0.50111
23,94208,3.0563,0.0,0.0,0.0,0.02217,5.287248,0.476283
24,98304,4.18477,0.0,0.0,0.0,0.021109,6.208859,0.47646
25,102400,2.24525,0.0,0.0,0.0,0.026184,6.394053,0.472155
26,106496,2.28565,0.0,0.0,0.0,0.026202,6.050997,0.455111
27,110592,0.0325,0.0,0.0,0.0,0.024725,5.85515,0.462559
28,114688,1.4685,0.0,0.0,0.0,0.021434,6.254681,0.452005
29,118784,6.31463,0.0,0.0,0.0,0.026761,6.966921,0.479596
30,122880,2.25204,0.0,0.0,0.0,0.021441,5.669874,0.473394
31,126976,7.26673,0.0,0.0,0.0,0.024281,6.487083,0.485786
32,131072,3.94079,0.0,0.0,0.0,0.018236,5.928965,0.479394
33,135168,5.25058,0.0,0.0,0.0,0.026757,6.289375,0.507381
34,139264,3.88917,0.0,0.0,0.0,0.022714,6.39099,0.506335
35,143360,4.10411,0.0,0.0,0.0,0.023355,6.141568,0.500478
36,147456,2.38054,0.0,0.0,0.0,0.028974,7.014641,0.507375
37,151552,4.70043,0.0,0.0,0.0,0.023569,6.070224,0.504799
38,155648,2.2415,0.0,0.0,0.0,0.03195,6.134136,0.488157
39,159744,2.169,0.0,0.0,0.0,0.022324,6.406128,0.499708
40,163840,4.43433,0.3,1281.01605,3280000.0,0.024924,6.422972,0.498856
41,167936,0.92252,0.0,0.0,0.0,0.022221,6.622221,0.513731
42,172032,4.34915,0.0,0.0,0.0,0.020482,6.369842,0.511125
43,176128,5.89718,0.0,0.0,0.0,0.017509,6.218551,0.517691
44,180224,2.04994,0.0,0.0,0.0,0.022037,6.043365,0.497666
45,184320,2.63302,0.0,0.0,0.0,0.029552,6.530918,0.497413
46,188416,4.02539,0.0,0.0,0.0,0.01989,5.575089,0.462365
47,192512,4.26498,0.0,0.0,0.0,0.023151,6.872869,0.469492
48,196608,1.89439,0.0,0.0,0.0,0.027708,6.288334,0.479421
49,200704,1.94497,0.0,0.0,0.0,0.024686,5.989283,0.46427
50,204800,4.84907,0.0,0.0,0.0,0.024103,6.065895,0.477302
51,208896,2.03826,0.0,0.0,0.0,0.03176,6.657373,0.480539
52,212992,5.82974,0.0,0.0,0.0,0.026587,5.982039,0.46502
53,217088,2.1248,0.0,0.0,0.0,0.025815,6.219318,0.485303
54,221184,0.91756,0.0,0.0,0.0,0.021748,5.998,0.479411
55,225280,5.29787,0.0,0.0,0.0,0.022417,6.108361,0.484579
56,229376,5.09763,0.0,0.0,0.0,0.021777,6.480916,0.483708
57,233472,4.61127,0.0,0.0,0.0,0.026964,5.786908,0.472878
58,237568,2.52422,0.0,0.0,0.0,0.020208,5.925848,0.48994
59,241664,3.65468,0.0,0.0,0.0,0.024521,6.429929,0.457762
60,245760,6.81934,0.56,1891.84891,6145023.58698,0.019966,5.317183,0.461482
61,249856,2.19257,0.0,0.0,0.0,0.021201,5.471415,0.480701
62,253952,4.87333,0.0,0.0,0.0,0.028245,5.744633,0.46849
63,258048,1.60346,0.0,0.0,0.0,0.021052,6.309564,0.458362
64,262144,3.56619,0.0,0.0,0.0,0.026253,6.188056,0.478768
65,266240,3.8087,0.0,0.0,0.0,0.027454,5.897279,0.502894
66,270336,3.20786,0.0,0.0,0.0,0.022073,5.554884,0.45819
67,274432,3.13213,0.0,0.0,0.0,0.026766,5.568945,0.475137
68,278528,3.23265,0.0,0.0,0.0,0.01807,5.964673,0.469845
69,282624,5.52269,0.0,0.0,0.0,0.027712,5.206941,0.461304
70,286720,3.21452,0.0,0.0,0.0,0.030289,6.497353,0.461096
71,290816,5.57081,0.0,0.0,0.0,0.026171,5.817114,0.471779
72,294912,2.88919,0.0,0.0,0.0,0.017694,5.845365,0.46099
73,299008,3.73189,0.0,0.0,0.0,0.022323,5.743865,0.466652
74,303104,2.21996,0.0,0.0,0.0,0.026449,5.89293,0.464887
75,307200,2.43198,0.0,0.0,0.0,0.027019,5.836811,0.449211
76,311296,2.37138,0.0,0.0,0.0,0.020447,6.317015,0.464885
77,315392,5.67989,0.0,0.0,0.0,0.026998,5.465353,0.439455
78,319488,0.209,0.0,0.0,0.0,0.025906,6.169177,0.451646
79,323584,2.6526,0.0,0.0,0.0,0.020629,5.593986,0.478476
80,327680,5.27476,0.56,2056.39122,4080000.0,0.021434,6.406302,0.490172
81,331776,5.91055,0.0,0.0,0.0,0.019223,5.825794,0.48525
82,335872,4.19222,0.0,0.0,0.0,0.023246,6.05047,0.502268
83,339968,0.995,0.0,0.0,0.0,0.025453,5.735123,0.500061
84,344064,2.0283,0.0,0.0,0.0,0.028597,6.201951,0.509413
85,348160,3.47737,0.0,0.0,0.0,0.023152,5.646952,0.501831
86,352256,4.23265,0.0,0.0,0.0,0.024848,5.574472,0.506887
87,356352,2.98845,0.0,0.0,0.0,0.027475,6.928661,0.509057
88,360448,3.93712,0.0,0.0,0.0,0.018464,5.836158,0.510726
89,364544,3.73231,0.0,0.0,0.0,0.026691,6.510127,0.503718
90,368640,2.276,0.0,0.0,0.0,0.025264,5.854623,0.502882
91,372736,2.83096,0.0,0.0,0.0,0.027348,6.523383,0.507212
92,376832,3.81897,0.0,0.0,0.0,0.029818,5.9376,0.506676
93,380928,7.34676,0.0,0.0,0.0,0.021592,5.355382,0.516438
94,385024,2.87294,0.0,0.0,0.0,0.022322,5.583145,0.501527
95,389120,0.44115,0.0,0.0,0.0,0.023902,6.299741,0.518735
96,393216,2.71412,0.0,0.0,0.0,0.02522,5.683169,0.527432
97,397312,3.81289,0.0,0.0,0.0,0.029553,5.46773,0.50615
98,401408,3.24255,0.0,0.0,0.0,0.023417,5.388327,0.516376
99,405504,4.44394,0.0,0.0,0.0,0.021482,5.747629,0.519021
100,409600,6.70446,0.6,1968.9594,4780000.0,0.022337,5.936016,0.496939
101,413696,2.02288,0.0,0.0,0.0,0.023445,5.773082,0.497106
102,417792,4.78154,0.0,0.0,0.0,0.019555,5.808877,0.510577
103,421888,3.27502,0.0,0.0,0.0,0.029977,6.046161,0.517942
104,425984,4.40714,0.0,0.0,0.0,0.027198,5.605662,0.506118
105,430080,3.90995,0.0,0.0,0.0,0.022128,5.530182,0.50782
106,434176,4.21312,0.0,0.0,0.0,0.026632,5.137061,0.509751
107,438272,1.54205,0.0,0.0,0.0,0.024925,5.541608,0.515301
108,442368,1.70249,0.0,0.0,0.0,0.025009,5.967208,0.486068
109,446464,5.4856,0.0,0.0,0.0,0.021098,5.477291,0.494358
110,450560,7.68285,0.0,0.0,0.0,0.026424,5.618128,0.495829
111,454656,4.54683,0.0,0.0,0.0,0.02318,5.805453,0.493114
112,458752,4.1555,0.0,0.0,0.0,0.020089,6.41844,0.475788
113,462848,4.01933,0.0,0.0,0.0,0.022091,6.344759,0.474795
114,466944,3.17229,0.0,0.0,0.0,0.019526,5.821745,0.473343
115,471040,4.18301,0.0,0.0,0.0,0.022467,5.666615,0.479853
116,475136,4.11951,0.0,0.0,0.0,0.019975,5.395582,0.464102
117,479232,3.4605,0.0,0.0,0.0,0.021837,5.996376,0.482306
118,483328,5.82265,0.0,0.0,0.0,0.027491,5.525589,0.484448
119,487424,6.43624,0.0,0.0,0.0,0.021422,5.695992,0.474786
120,491520,1.75833,0.2,773.26872,2360000.0,0.025871,5.266981,0.498757
121,495616,3.90548,0.0,0.0,0.0,0.016241,4.886635,0.489815
122,499712,3.11773,0.0,0.0,0.0,0.02641,4.898139,0.48457
123,503808,4.71249,0.0,0.0,0.0,0.02319,5.153311,0.460581
124,507904,3.93944,0.0,0.0,0.0,0.024934,5.595092,0.471694
125,512000,5.59322,0.0,0.0,0.0,0.021664,5.656674,0.487945
126,516096,3.93763,0.0,0.0,0.0,0.024613,5.266217,0.486686
127,520192,2.886,0.0,0.0,0.0,0.021198,5.32992,0.478117
128,524288,6.26999,0.0,0.0,0.0,0.025277,5.968073,0.467887
129,528384,3.77392,0.0,0.0,0.0,0.021818,5.05385,0.47907
